"source_id";"date";"description";"pollutant_ppm";"biological";"results"
"AkRu07454224";"2021-03-21 15:08:00";"Inorganic contaminants: Cadmium, Arsenic, Selenium, Selenium";6.79757;0.0;"Contaminated: Chemical"
"AkHa00132224";"2021-03-21 15:11:00";"Bacteria: E. coli";0.0;0.336068;"Contaminated: Biological"
"HaRu18037224";"2021-03-21 15:22:00";"Inorganic contaminants: Silver, Selenium, Chromium, Cadmium";4.53225;0.0;"Contaminated: Chemical"
"KiRu25257224";"2021-03-21 15:45:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"AkRu05723224";"2021-03-21 16:04:00";"Clean";0.0272277;7.33435e-05;"Clean"
"AkRu03100224";"2021-03-21 16:09:00";"Inorganic contaminants: Barium, Zinc, Lead";4.74881;0.0;"Contaminated: Chemical"
"KiHa22654224";"2021-03-22 09:08:00";"Virus: Hepatitis A Virus";0.0;96.6341;"Contaminated: Biological"
"AkRu04103224";"2021-03-22 11:06:00";"Clean";0.0290048;1.03415e-05;"Clean"
"KiRu27241224";"2021-03-22 11:18:00";"Inorganic contaminants: Barium, Copper";7.03414;0.0;"Contaminated: Chemical"
"KiIs23702224";"2021-03-22 11:41:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"KiRu28847224";"2021-03-22 11:47:00";"Clean";0.0145318;3.16768e-05;"Clean"
"KiRu26583224";"2021-03-22 12:03:00";"Clean";0.09397;2.73598e-05;"Clean"
"AmRu14145224";"2021-03-22 12:16:00";"Clean";0.0883001;4.17683e-05;"Clean"
"KiRu25320224";"2021-03-22 13:12:00";"Inorganic contaminants: Lead";7.57269;0.0;"Contaminated: Chemical"
"AkRu03406224";"2021-03-22 13:13:00";"Clean";0.0413007;2.67624e-05;"Clean"
"AkRu05232224";"2021-03-22 13:25:00";"Clean";0.0580544;8.50698e-06;"Clean"
"SoRu34695224";"2021-03-22 13:31:00";"Virus: Enteroviruses";0.0;262.668;"Contaminated: Biological"
"KiRu27204224";"2021-03-22 13:41:00";"Inorganic contaminants: Cadmium, Mercury";3.39992;0.0;"Contaminated: Chemical"
"HaRu18048224";"2021-03-22 13:48:00";"Bacteria: Giardia Lamblia";0.0;495.898;"Contaminated: Biological"
"AkRu08751224";"2021-03-22 13:49:00";"Inorganic contaminants: Chromium, Zinc, Mercury, Copper";7.67728;0.0;"Contaminated: Chemical"
"AkLu02379224";"2021-03-22 13:53:00";"Clean";0.0572215;6.22477e-05;"Clean"
"HaDe16529224";"2021-03-22 14:04:00";"Bacteria: E. coli";0.0;16.9266;"Contaminated: Biological"
"AkRu05854224";"2021-03-22 14:05:00";"Inorganic contaminants: Zinc";1.81617;0.0;"Contaminated: Chemical"
"KiRu26866224";"2021-03-22 14:38:00";"Bacteria: Vibrio cholerae";0.0;182.88;"Contaminated: Biological"
"HaRu17507224";"2021-03-22 14:40:00";"Inorganic contaminants: Silver, Mercury, Mercury";4.74503;0.0;"Contaminated: Chemical"
"AkKi01512224";"2021-03-22 14:56:00";"Clean";0.0772352;8.57175e-05;"Clean"
"AkRu07642224";"2021-03-22 15:15:00";"Inorganic contaminants: Silver, Selenium, Lead";2.38816;0.0;"Contaminated: Chemical"
"HaSe21000224";"2021-03-22 15:21:00";"Clean";0.0160559;4.18446e-05;"Clean"
"AkLu02329224";"2021-03-22 15:33:00";"Bacteria: Shigella";0.0;318.664;"Contaminated: Biological"
"AkRu08611224";"2021-03-22 16:05:00";"Clean";0.0757109;5.20704e-05;"Clean"
"HaZa21910224";"2021-03-22 16:08:00";"Clean";0.0991031;3.48181e-05;"Clean"
"KiMr25020224";"2021-03-22 16:18:00";"Bacteria: Vibrio cholerae";0.0;182.88;"Contaminated: Biological"
"AkHa00407224";"2021-03-22 16:30:00";"Inorganic contaminants: Arsenic, Lead";5.10939;0.0;"Contaminated: Chemical"
"AkRu05785224";"2021-03-22 16:39:00";"Clean";0.0288574;1.78794e-05;"Clean"
"AkKi00885224";"2021-03-22 16:50:00";"Clean";0.0659393;8.49428e-05;"Clean"
"HaSe21247224";"2021-03-25 09:06:00";"Clean";0.061017;7.10755e-05;"Clean"
"SoRu39332224";"2021-03-25 09:19:00";"Clean";0.079091;5.49385e-07;"Clean"
"AkRu05416224";"2021-03-25 09:31:00";"Inorganic contaminants: Lead, Zinc, Chromium, Cadmium";9.14593;0.0;"Contaminated: Chemical"
"HaYa21452224";"2021-03-25 10:05:00";"Inorganic contaminants: Arsenic, Silver, Copper, Barium";2.77927;0.0;"Contaminated: Chemical"
"HaDj16786224";"2021-03-25 10:49:00";"Inorganic contaminants: Mercury, Mercury, Mercury, Copper";3.17138;0.0;"Contaminated: Chemical"
"KiRu28405224";"2021-03-25 11:17:00";"Inorganic contaminants: Silver";2.23097;0.0;"Contaminated: Chemical"
"AkRu03901224";"2021-03-25 13:33:00";"Inorganic contaminants: Selenium";1.46394;0.0;"Contaminated: Chemical"
"HaYa21607224";"2021-03-25 14:18:00";"Inorganic contaminants: Selenium, Chromium, Arsenic, Zinc";2.96662;0.0;"Contaminated: Chemical"
"SoMa33860224";"2021-03-25 14:40:00";"Virus: Enteroviruses";0.0;262.668;"Contaminated: Biological"
"KiRu26913224";"2021-03-25 15:11:00";"Bacteria: Shigella";0.0;318.664;"Contaminated: Biological"
"AkRu05210224";"2021-03-25 15:36:00";"Clean";0.0757603;8.95203e-05;"Clean"
"AmRu14317224";"2021-03-25 16:23:00";"Inorganic contaminants: Chromium";9.72062;0.0;"Contaminated: Chemical"
"HaAm16124224";"2021-03-25 16:34:00";"Inorganic contaminants: Zinc, Arsenic";9.08646;0.0;"Contaminated: Chemical"
"AkRu07489224";"2021-03-25 16:37:00";"Clean";0.0656689;4.59536e-05;"Clean"
"KiRu28655224";"2021-03-25 16:59:00";"Clean";0.0190143;6.12067e-05;"Clean"
"SoRu37026224";"2021-03-26 10:05:00";"Bacteria: Vibrio cholerae";0.0;182.88;"Contaminated: Biological"
"SoRu34980224";"2021-03-26 10:32:00";"Bacteria: E. coli";0.0;33.6249;"Contaminated: Biological"
"HaRu19066224";"2021-03-26 10:33:00";"Bacteria: E. coli";0.0;17.3448;"Contaminated: Biological"
"AkKi01447224";"2021-03-26 11:05:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"KiIs23739224";"2021-03-26 11:18:00";"Inorganic contaminants: Barium, Zinc, Chromium, Selenium";1.55541;0.0;"Contaminated: Chemical"
"SoRu36094224";"2021-03-26 12:24:00";"Virus: Hepatitis A Virus";0.0;96.6341;"Contaminated: Biological"
"AkRu08503224";"2021-03-26 12:39:00";"Clean";0.0175469;6.8173e-05;"Clean"
"KiMr25113224";"2021-03-26 12:46:00";"Inorganic contaminants: Barium";5.2421;0.0;"Contaminated: Chemical"
"KiIs23484224";"2021-03-26 13:57:00";"Inorganic contaminants: Selenium, Barium";2.72359;0.0;"Contaminated: Chemical"
"HaRu17445224";"2021-03-26 14:04:00";"Bacteria: E. coli";0.0;35.8493;"Contaminated: Biological"
"KiRu26606224";"2021-03-26 14:57:00";"Inorganic contaminants: Chromium, Selenium, Selenium, Cadmium";7.99591;0.0;"Contaminated: Chemical"
"AkRu06161224";"2021-03-26 15:43:00";"Inorganic contaminants: Zinc, Mercury, Silver";3.24621;0.0;"Contaminated: Chemical"
"AkRu03325224";"2021-03-26 16:21:00";"Inorganic contaminants: Zinc, Barium, Arsenic";1.68279;0.0;"Contaminated: Chemical"
"HaRu19194224";"2021-03-26 16:45:00";"Bacteria: E. coli";0.0;27.2119;"Contaminated: Biological"
"AkLu02194224";"2021-03-27 09:04:00";"Inorganic contaminants: Silver";5.09916;0.0;"Contaminated: Chemical"
"SoKo33531224";"2021-03-27 09:20:00";"Clean";0.0571334;5.7245e-05;"Clean"
"HaDe16361224";"2021-03-27 09:33:00";"Clean";0.0178122;8.17057e-05;"Clean"
"KiRu27979224";"2021-03-27 10:41:00";"Virus: Hepatitis A Virus";0.0;96.6341;"Contaminated: Biological"
"AmDa11450224";"2021-03-27 11:01:00";"Inorganic contaminants: Selenium, Mercury, Chromium";3.07194;0.0;"Contaminated: Chemical"
"AkLu01839224";"2021-03-27 11:04:00";"Inorganic contaminants: Arsenic";3.02074;0.0;"Contaminated: Chemical"
"KiHa22914224";"2021-03-27 11:10:00";"Clean";0.0737367;3.67937e-05;"Clean"
"SoIl32430224";"2021-03-27 11:12:00";"Inorganic contaminants: Lead, Chromium, Zinc";8.19324;0.0;"Contaminated: Chemical"
"SoMa34267224";"2021-03-27 11:27:00";"Bacteria: Vibrio cholerae";0.0;182.88;"Contaminated: Biological"
"SoRu37590224";"2021-03-27 11:38:00";"Inorganic contaminants: Selenium";5.47881;0.0;"Contaminated: Chemical"
"HaAm15978224";"2021-03-27 12:15:00";"Bacteria: Vibrio cholerae";0.0;182.88;"Contaminated: Biological"
"AkRu05676224";"2021-03-27 12:31:00";"Clean";0.0949782;3.88514e-05;"Clean"
"AkRu05992224";"2021-03-27 12:56:00";"Clean";0.0940041;8.38759e-05;"Clean"
"KiRu29306224";"2021-03-27 13:01:00";"Bacteria: Giardia Lamblia";0.0;495.898;"Contaminated: Biological"
"SoIl32919224";"2021-03-27 13:06:00";"Clean";0.0373189;2.82548e-06;"Clean"
"AkLu02515224";"2021-03-27 13:34:00";"Clean";0.0761086;6.24996e-05;"Clean"
"SoMa33629224";"2021-03-27 14:35:00";"Virus: Hepatitis A Virus";0.0;96.6341;"Contaminated: Biological"
"KiRu28120224";"2021-03-27 14:41:00";"Inorganic contaminants: Copper";6.70015;0.0;"Contaminated: Chemical"
"SoRu36569224";"2021-03-27 14:48:00";"Virus: Hepatitis A Virus";0.0;96.6341;"Contaminated: Biological"
"HaZa21709224";"2021-03-27 16:02:00";"Bacteria: E. coli";0.0;28.5118;"Contaminated: Biological"
"KiRu30421224";"2021-03-27 16:14:00";"Bacteria: Giardia Lamblia";0.0;495.898;"Contaminated: Biological"
"SoRu39156224";"2021-03-27 16:26:00";"Virus: Enteroviruses";0.0;262.668;"Contaminated: Biological"
"KiRu28114224";"2021-03-27 16:56:00";"Clean";0.0957555;4.02139e-06;"Clean"
"AkRu03371224";"2021-03-28 09:08:00";"Clean";0.053371;3.26082e-05;"Clean"
"AkRu03355224";"2021-03-28 09:16:00";"Clean";0.0292519;5.09771e-05;"Clean"
"AkHa00087224";"2021-03-28 09:35:00";"Bacteria: Shigella";0.0;318.664;"Contaminated: Biological"
"SoBa31819224";"2021-03-28 09:59:00";"Virus: Enteroviruses";0.0;262.668;"Contaminated: Biological"
"HaRu20648224";"2021-03-28 10:07:00";"Bacteria: E. coli";0.0;10.9231;"Contaminated: Biological"
"KiRu29940224";"2021-03-28 10:10:00";"Bacteria: Vibrio cholerae";0.0;182.88;"Contaminated: Biological"
"KiRu29980224";"2021-03-28 10:21:00";"Bacteria: Giardia Lamblia";0.0;495.898;"Contaminated: Biological"
"HaDe16498224";"2021-03-28 10:36:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"AkRu04993224";"2021-03-28 10:56:00";"Inorganic contaminants: Silver, Barium, Zinc";9.9917;0.0;"Contaminated: Chemical"
"KiRu26105224";"2021-03-28 12:02:00";"Inorganic contaminants: Mercury, Barium, Mercury, Arsenic";1.374;0.0;"Contaminated: Chemical"
"SoRu37970224";"2021-03-28 12:22:00";"Inorganic contaminants: Chromium, Mercury";6.50243;0.0;"Contaminated: Chemical"
"KiMr24690224";"2021-03-28 12:40:00";"Inorganic contaminants: Arsenic, Cadmium";6.47549;0.0;"Contaminated: Chemical"
"HaRu19533224";"2021-03-28 13:36:00";"Inorganic contaminants: Lead, Silver, Zinc, Selenium";9.69154;0.0;"Contaminated: Chemical"
"KiRu27635224";"2021-03-28 13:39:00";"Inorganic contaminants: Zinc, Cadmium, Cadmium";6.60041;0.0;"Contaminated: Chemical"
"HaDe16353224";"2021-03-28 13:57:00";"Inorganic contaminants: Arsenic, Copper";9.81402;0.0;"Contaminated: Chemical"
"HaRu18454224";"2021-03-28 14:09:00";"Inorganic contaminants: Selenium, Mercury, Lead, Zinc";6.51271;0.0;"Contaminated: Chemical"
"SoRu37036224";"2021-03-28 14:45:00";"Inorganic contaminants: Silver, Mercury";2.43719;0.0;"Contaminated: Chemical"
"SoRu34999224";"2021-03-28 14:47:00";"Inorganic contaminants: Cadmium, Chromium";1.26469;0.0;"Contaminated: Chemical"
"AmAm09783224";"2021-03-28 15:34:00";"Clean";0.0704262;5.70607e-05;"Clean"
"HaYa21525224";"2021-03-28 16:41:00";"Inorganic contaminants: Zinc, Zinc, Mercury";9.76211;0.0;"Contaminated: Chemical"
"AkRu06465224";"2021-03-28 16:49:00";"Inorganic contaminants: Barium";7.1688;0.0;"Contaminated: Chemical"
"AkRu04613224";"2021-03-29 09:01:00";"Inorganic contaminants: Chromium, Selenium";8.94613;0.0;"Contaminated: Chemical"
"KiRu25808224";"2021-03-29 09:06:00";"Bacteria: E. coli";0.0;19.08;"Contaminated: Biological"
"AmRu15018224";"2021-03-29 09:30:00";"Inorganic contaminants: Chromium, Zinc, Selenium";5.81228;0.0;"Contaminated: Chemical"
"AkRu07264224";"2021-03-29 11:03:00";"Inorganic contaminants: Copper";7.77651;0.0;"Contaminated: Chemical"
"AkRu07452224";"2021-03-29 11:17:00";"Inorganic contaminants: Arsenic, Lead";5.9009;0.0;"Contaminated: Chemical"
"KiHa23157224";"2021-03-29 11:55:00";"Clean";0.0167689;3.23721e-05;"Clean"
"KiRu27454224";"2021-03-29 12:04:00";"Clean";0.0695081;9.06786e-05;"Clean"
"HaAm16137224";"2021-03-29 12:29:00";"Inorganic contaminants: Zinc";5.7756;0.0;"Contaminated: Chemical"
"HaRu18761224";"2021-03-29 12:40:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"AkHa00322224";"2021-03-29 13:19:00";"Clean";0.0947626;5.62767e-05;"Clean"
"KiHa22739224";"2021-03-29 13:53:00";"Inorganic contaminants: Mercury, Chromium, Arsenic";4.78315;0.0;"Contaminated: Chemical"
"KiRu30258224";"2021-03-29 14:21:00";"Bacteria: Vibrio cholerae";0.0;182.88;"Contaminated: Biological"
"AkRu06968224";"2021-03-29 14:30:00";"Clean";0.083661;9.34774e-06;"Clean"
"AkLu02017224";"2021-03-29 15:02:00";"Bacteria: E. coli";0.0;12.6309;"Contaminated: Biological"
"KiRu26050224";"2021-03-29 15:11:00";"Inorganic contaminants: Zinc";2.16812;0.0;"Contaminated: Chemical"
"AkRu03141224";"2021-03-29 15:12:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"KiMr24538224";"2021-03-29 15:24:00";"Bacteria: E. coli";0.0;5.91436;"Contaminated: Biological"
"AkHa00420224";"2021-03-29 15:49:00";"Inorganic contaminants: Silver, Copper, Mercury";4.74054;0.0;"Contaminated: Chemical"
"KiHa23170224";"2021-03-29 15:50:00";"Inorganic contaminants: Mercury, Copper, Silver, Barium";6.02251;0.0;"Contaminated: Chemical"
"AkRu08665224";"2021-03-29 15:57:00";"Clean";0.0414178;7.79086e-05;"Clean"
"SoMa33796224";"2021-03-29 16:52:00";"Inorganic contaminants: Copper, Barium, Selenium";2.49021;0.0;"Contaminated: Chemical"
"AmRu13493224";"2021-03-29 16:56:00";"Clean";0.0807404;6.14996e-05;"Clean"
"AmAb08943224";"2021-04-01 09:13:00";"Inorganic contaminants: Arsenic";1.00734;0.0;"Contaminated: Chemical"
"SoRu37799224";"2021-04-01 11:16:00";"Virus: Hepatitis A Virus";0.0;96.6341;"Contaminated: Biological"
"AkRu07521224";"2021-04-01 11:45:00";"Clean";0.0727488;7.37722e-05;"Clean"
"KiRu26715224";"2021-04-01 11:52:00";"Bacteria: Giardia Lamblia";0.0;495.898;"Contaminated: Biological"
"AmRu15184224";"2021-04-01 12:04:00";"Bacteria: Giardia Lamblia";0.0;495.898;"Contaminated: Biological"
"HaRu17689224";"2021-04-01 12:20:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"KiIs23824224";"2021-04-01 12:23:00";"Clean";0.0247739;8.43624e-05;"Clean"
"SoRu34956224";"2021-04-01 12:39:00";"Inorganic contaminants: Barium";2.95698;0.0;"Contaminated: Chemical"
"SoRu37588224";"2021-04-01 12:54:00";"Bacteria: Shigella";0.0;318.664;"Contaminated: Biological"
"SoRu39121224";"2021-04-01 13:07:00";"Inorganic contaminants: Selenium";5.2522;0.0;"Contaminated: Chemical"
"AkRu04160224";"2021-04-01 13:10:00";"Inorganic contaminants: Selenium, Copper";9.73886;0.0;"Contaminated: Chemical"
"KiRu25906224";"2021-04-01 15:06:00";"Bacteria: E. coli";0.0;41.6792;"Contaminated: Biological"
"KiRu30584224";"2021-04-01 15:21:00";"Inorganic contaminants: Barium, Barium";4.9251;0.0;"Contaminated: Chemical"
"KiRu29376224";"2021-04-01 15:41:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"SoIl32428224";"2021-04-01 16:25:00";"Inorganic contaminants: Copper, Zinc, Chromium";5.94321;0.0;"Contaminated: Chemical"
"HaDj16740224";"2021-04-01 16:50:00";"Bacteria: Shigella";0.0;318.664;"Contaminated: Biological"
"AkLu02062224";"2021-04-02 09:06:00";"Inorganic contaminants: Cadmium";7.92448;0.0;"Contaminated: Chemical"
"SoRu38174224";"2021-04-02 09:22:00";"Virus: Hepatitis A Virus";0.0;96.6341;"Contaminated: Biological"
"AmRu14021224";"2021-04-02 10:08:00";"Inorganic contaminants: Copper, Lead, Mercury";4.69336;0.0;"Contaminated: Chemical"
"HaZa21854224";"2021-04-02 10:24:00";"Inorganic contaminants: Zinc, Zinc, Copper";5.995;0.0;"Contaminated: Chemical"
"HaRu18286224";"2021-04-02 10:40:00";"Inorganic contaminants: Barium";8.70977;0.0;"Contaminated: Chemical"
"KiRu28143224";"2021-04-02 11:16:00";"Inorganic contaminants: Silver, Chromium";5.69508;0.0;"Contaminated: Chemical"
"HaRu19503224";"2021-04-02 11:37:00";"Inorganic contaminants: Selenium, Lead, Zinc";1.957;0.0;"Contaminated: Chemical"
"AkRu07959224";"2021-04-02 11:44:00";"Inorganic contaminants: Cadmium";6.55083;0.0;"Contaminated: Chemical"
"AkRu08670224";"2021-04-02 11:47:00";"Clean";0.0874229;4.95482e-07;"Clean"
"SoMa33735224";"2021-04-02 11:58:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"AkRu04324224";"2021-04-02 12:10:00";"Clean";0.060794;4.93901e-05;"Clean"
"KiRu26069224";"2021-04-02 12:27:00";"Bacteria: E. coli";0.0;40.6528;"Contaminated: Biological"
"AkLu01757224";"2021-04-02 12:52:00";"Clean";0.0237994;4.5464e-05;"Clean"
"HaYa21366224";"2021-04-02 12:52:00";"Inorganic contaminants: Barium, Selenium";6.5564;0.0;"Contaminated: Chemical"
"HaDj16905224";"2021-04-02 13:05:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"KiRu26563224";"2021-04-02 13:16:00";"Inorganic contaminants: Lead";4.87869;0.0;"Contaminated: Chemical"
"KiMr25038224";"2021-04-02 13:28:00";"Bacteria: E. coli";0.0;28.2265;"Contaminated: Biological"
"KiHa22801224";"2021-04-02 14:05:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"KiRu28476224";"2021-04-02 14:15:00";"Inorganic contaminants: Copper, Silver";3.25763;0.0;"Contaminated: Chemical"
"AkRu05770224";"2021-04-02 14:47:00";"Clean";0.0386904;7.91499e-05;"Clean"
"AkRu02813224";"2021-04-02 15:00:00";"Clean";0.051459;5.93575e-05;"Clean"
"SoRu37153224";"2021-04-02 15:50:00";"Clean";0.0553845;5.93379e-05;"Clean"
"AkHa00506224";"2021-04-02 16:10:00";"Clean";0.0221257;1.86169e-05;"Clean"
"KiRu29645224";"2021-04-02 16:20:00";"Virus: Hepatitis A Virus";0.0;96.6341;"Contaminated: Biological"
"KiRu29556224";"2021-04-02 16:52:00";"Inorganic contaminants: Cadmium";5.50504;0.0;"Contaminated: Chemical"
"KiIs24172224";"2021-04-03 09:01:00";"Inorganic contaminants: Zinc, Arsenic, Arsenic, Mercury";3.9071;0.0;"Contaminated: Chemical"
"AkRu02679224";"2021-04-03 09:13:00";"Inorganic contaminants: Barium, Barium, Silver";1.90292;0.0;"Contaminated: Chemical"
"AkRu05550224";"2021-04-03 09:18:00";"Clean";0.0430539;1.50707e-05;"Clean"
"SoRu36828224";"2021-04-03 09:21:00";"Inorganic contaminants: Barium, Mercury, Zinc";8.8685;0.0;"Contaminated: Chemical"
"KiMr24969224";"2021-04-03 09:34:00";"Inorganic contaminants: Silver, Barium";8.91124;0.0;"Contaminated: Chemical"
"HaRu19397224";"2021-04-03 09:35:00";"Inorganic contaminants: Arsenic, Lead";9.81439;0.0;"Contaminated: Chemical"
"KiRu27159224";"2021-04-03 09:41:00";"Inorganic contaminants: Arsenic, Barium";5.21768;0.0;"Contaminated: Chemical"
"AkRu07629224";"2021-04-03 10:06:00";"Inorganic contaminants: Arsenic, Zinc, Chromium, Copper";1.81999;0.0;"Contaminated: Chemical"
"AkRu08803224";"2021-04-03 10:27:00";"Inorganic contaminants: Arsenic, Selenium, Chromium";2.06002;0.0;"Contaminated: Chemical"
"KiAm22230224";"2021-04-03 10:30:00";"Clean";0.0648379;1.95028e-05;"Clean"
"AkRu08539224";"2021-04-03 10:33:00";"Clean";0.0538755;5.23021e-05;"Clean"
"HaRu19013224";"2021-04-03 10:44:00";"Clean";0.0761466;3.0022e-06;"Clean"
"KiMr25192224";"2021-04-03 11:04:00";"Bacteria: E. coli";0.0;19.1741;"Contaminated: Biological"
"SoMa33785224";"2021-04-03 11:11:00";"Bacteria: E. coli";0.0;11.1908;"Contaminated: Biological"
"AmRu15520224";"2021-04-03 11:30:00";"Clean";0.0913409;5.81045e-05;"Clean"
"SoIl32519224";"2021-04-03 11:36:00";"Inorganic contaminants: Silver, Lead";9.39528;0.0;"Contaminated: Chemical"
"AkRu05100224";"2021-04-03 11:50:00";"Inorganic contaminants: Zinc, Mercury, Mercury, Lead";8.06736;0.0;"Contaminated: Chemical"
"SoIl32996224";"2021-04-03 11:56:00";"Clean";0.0143473;8.15161e-05;"Clean"
"AkRu06554224";"2021-04-03 11:59:00";"Inorganic contaminants: Lead";9.44945;0.0;"Contaminated: Chemical"
"SoRu38864224";"2021-04-03 12:27:00";"Inorganic contaminants: Zinc, Selenium";6.43373;0.0;"Contaminated: Chemical"
"HaSe21004224";"2021-04-03 12:39:00";"Clean";0.0985567;3.32671e-05;"Clean"
"KiZu30983224";"2021-04-03 12:41:00";"Clean";0.0100829;2.17869e-05;"Clean"
"AmRu13596224";"2021-04-03 13:06:00";"Inorganic contaminants: Silver, Copper";8.27763;0.0;"Contaminated: Chemical"
"HaAm16065224";"2021-04-03 13:43:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"SoRu39175224";"2021-04-03 13:48:00";"Inorganic contaminants: Arsenic";3.22742;0.0;"Contaminated: Chemical"
"AmRu13297224";"2021-04-03 14:13:00";"Inorganic contaminants: Barium";6.10707;0.0;"Contaminated: Chemical"
"AmAs10131224";"2021-04-03 14:23:00";"Bacteria: E. coli";0.0;48.4319;"Contaminated: Biological"
"KiRu28740224";"2021-04-03 14:25:00";"Inorganic contaminants: Cadmium";9.70682;0.0;"Contaminated: Chemical"
"AkRu05440224";"2021-04-03 14:27:00";"Bacteria: Vibrio cholerae";0.0;182.88;"Contaminated: Biological"
"AkRu06936224";"2021-04-03 14:42:00";"Inorganic contaminants: Copper, Chromium";3.45026;0.0;"Contaminated: Chemical"
"AkRu05283224";"2021-04-03 15:10:00";"Clean";0.0113513;9.13322e-06;"Clean"
"KiRu26901224";"2021-04-03 15:36:00";"Bacteria: Shigella";0.0;318.664;"Contaminated: Biological"
"HaRu19467224";"2021-04-03 16:08:00";"Bacteria: Shigella";0.0;318.664;"Contaminated: Biological"
"KiRu28551224";"2021-04-03 16:16:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"SoRu35723224";"2021-04-03 16:22:00";"Inorganic contaminants: Mercury";3.42372;0.0;"Contaminated: Chemical"
"HaDe16382224";"2021-04-03 16:25:00";"Bacteria: Giardia Lamblia";0.0;495.898;"Contaminated: Biological"
"KiRu25961224";"2021-04-03 16:26:00";"Inorganic contaminants: Selenium, Selenium, Barium, Arsenic";4.60842;0.0;"Contaminated: Chemical"
"AkRu06791224";"2021-04-03 16:57:00";"Inorganic contaminants: Arsenic, Barium, Mercury, Zinc";6.65112;0.0;"Contaminated: Chemical"
"SoRu37621224";"2021-04-04 09:33:00";"Clean";0.0805903;8.03055e-05;"Clean"
"HaAm15969224";"2021-04-04 11:16:00";"Bacteria: Shigella";0.0;318.664;"Contaminated: Biological"
"SoRu36930224";"2021-04-04 11:39:00";"Clean";0.0607194;7.41277e-05;"Clean"
"KiRu30508224";"2021-04-04 11:54:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"AkRu04237224";"2021-04-04 12:04:00";"Clean";0.0297828;2.97222e-05;"Clean"
"KiAm22200224";"2021-04-04 12:14:00";"Bacteria: Vibrio cholerae";0.0;182.88;"Contaminated: Biological"
"HaRu20560224";"2021-04-04 12:14:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"KiRu30099224";"2021-04-04 12:24:00";"Clean";0.0952827;2.62276e-05;"Clean"
"SoRu36536224";"2021-04-04 12:58:00";"Inorganic contaminants: Barium, Mercury, Arsenic";5.72878;0.0;"Contaminated: Chemical"
"HaRu19312224";"2021-04-04 13:23:00";"Inorganic contaminants: Selenium, Silver, Zinc, Lead";2.86378;0.0;"Contaminated: Chemical"
"KiIs23795224";"2021-04-04 13:24:00";"Clean";0.0228648;4.19718e-05;"Clean"
"AmRu15538224";"2021-04-04 13:51:00";"Bacteria: E. coli";0.0;8.58698;"Contaminated: Biological"
"AkRu02703224";"2021-04-04 14:05:00";"Inorganic contaminants: Mercury, Selenium, Chromium, Lead";4.39435;0.0;"Contaminated: Chemical"
"SoMa33929224";"2021-04-04 14:39:00";"Clean";0.0304554;3.11759e-05;"Clean"
"KiRu27633224";"2021-04-04 14:54:00";"Inorganic contaminants: Chromium, Zinc";4.28278;0.0;"Contaminated: Chemical"
"HaDj16796224";"2021-04-04 15:34:00";"Virus: Enteroviruses";0.0;262.668;"Contaminated: Biological"
"AkRu04956224";"2021-04-04 15:45:00";"Inorganic contaminants: Silver, Zinc, Arsenic";9.37458;0.0;"Contaminated: Chemical"
"SoRu35231224";"2021-04-04 15:46:00";"Inorganic contaminants: Arsenic";8.81563;0.0;"Contaminated: Chemical"
"AkHa00405224";"2021-04-04 16:11:00";"Clean";0.0410639;2.99643e-05;"Clean"
"HaDe16344224";"2021-04-04 16:25:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"KiIs23581224";"2021-04-04 16:35:00";"Bacteria: Giardia Lamblia";0.0;495.898;"Contaminated: Biological"
"HaDj16733224";"2021-04-04 16:52:00";"Inorganic contaminants: Silver, Zinc, Mercury";8.08287;0.0;"Contaminated: Chemical"
"AkKi01333224";"2021-04-05 09:12:00";"Clean";0.0332726;5.62936e-05;"Clean"
"KiRu27415224";"2021-04-05 09:27:00";"Bacteria: Giardia Lamblia";0.0;495.898;"Contaminated: Biological"
"SoRu38773224";"2021-04-05 09:41:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"SoRu38376224";"2021-04-05 09:43:00";"Inorganic contaminants: Lead, Zinc, Mercury";4.56587;0.0;"Contaminated: Chemical"
"KiAm22424224";"2021-04-05 10:07:00";"Virus: Hepatitis A Virus";0.0;96.6341;"Contaminated: Biological"
